Name,Text,Pic,Birth Date,兄弟,子,URL
藤井安次,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤井安次.json
大江匡房,大江 匡房（おおえ の まさふさ）は、平安時代後期の公卿、儒学者、歌人。大学頭・大江成衡の子。官位は正二位・権中納言。江帥（ごうのそつ）と号す。藤原伊房・藤原為房とともに白河朝の「三房」と称された。小倉百人一首では前中納言匡房。,http://commons.wikimedia.org/wiki/Special:FilePath/Oe_no_Masafusa.jpg?width=300,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F大江匡房.json
安倍親直,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F安倍親直.json
藤原為藤,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原為藤.json
広橋綱光,公卿。兼卿の男。従一位准大臣。贈内大臣。号外接院。文明9年(1477)歿、47才。,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F広橋綱光.json
源為定,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F源為定.json
大江広元,大江 広元（おおえ の ひろもと、旧字体：廣元）は、平安時代末期から鎌倉時代初期にかけての朝臣。はじめは朝廷に仕える下級貴族（官人）だったが、鎌倉に下って源頼朝の側近となり、鎌倉幕府の政所初代別当を務め、幕府創設に貢献した。,http://commons.wikimedia.org/wiki/Special:FilePath/Tomb_of_ooenohiromoto.jpg?width=300,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F大江広元.json
藤原包守,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原包守.json
佐伯光吉,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F佐伯光吉.json
平貞茂,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F平貞茂.json
大中臣景忠,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F大中臣景忠.json
平宗宣,"1177－1231　鎌倉時代の公卿(くぎょう)。治承(じしょう)元年生まれ。平親宗(ちかむね)の子。建久9年少納言,和泉守(いずみのかみ)のとき春日神社の訴えで播磨(はりま)に流罪となる。建仁(けんにん)元年ゆるされ,安貞2年従三位にのぼった。寛喜(かんぎ)3年5月17日死去。55歳。初名は宗信。",,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F平宗宣.json
中原章保,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F中原章保.json
荒木田延成,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F荒木田延成.json
藤原助康,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原助康.json
藤原伊隆,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原伊隆.json
藤原仲時,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原仲時.json
平国重,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F平国重.json
平久綱,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F平久綱.json
調成安,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F調成安.json
藤原顕範,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原顕範.json
藤原盛家,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原盛家.json
藤原伊平,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原伊平.json
中原為真,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F中原為真.json
藤原貞子,"?－864　平安時代前期,仁明(にんみょう)天皇の女御(にょうご)。南家藤原三守(みもり)の娘。成康親王,親子内親王,平子内親王を生んだ。正三位。貞観(じょうがん)6年8月3日死去。贈従一位。徳望があり,後宮での権勢はならぶ者がなかったという。名は「さだこ」ともよむ。",,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原貞子.json
藤原実家,藤原 実家（ふじわら の さねいえ）は、平安時代末期から鎌倉時代初期の公卿・歌人。徳大寺公能の次男。藤原俊成は母方の伯父にあたる。,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原実家.json
惟宗正弘,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F惟宗正弘.json
源資房,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F源資房.json
藤原実尚,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原実尚.json
源致兼,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F源致兼.json
藤原泰兼,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原泰兼.json
平実長,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F平実長.json
藤原致広,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原致広.json
大江成氏,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F大江成氏.json
中原職景,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F中原職景.json
藤原氏嗣,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原氏嗣.json
橘長継,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F橘長継.json
秦久員,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F秦久員.json
藤原範朝,"1178－1237　鎌倉時代の公卿(くぎょう)。治承(じしょう)2年生まれ。藤原範光の子。母は藤原範季(のりすえ)の娘。右中弁をへて承元(じょうげん)3年(1209)従三位,5年参議,建保(けんぽ)3年権(ごんの)中納言となる。6年正二位。検非違使(けびいし)別当,右衛門督(かみ)などをかねた。嘉禎(かてい)3年6月22日死去。60歳。",,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原範朝.json
藤原範氏,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原範氏.json
紀朝久,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F紀朝久.json
源経業,村上 経業（むらかみ つねなり、生没年未詳）は、平安時代末期から鎌倉時代初期にかけての武将・御家人。清和源氏頼清流。源為国（村上判官代）の子。兄弟に源道清、村上基国、源宗実、村上信国、源惟国、世延（安信？）、源宗信らがあり、子に村上頼時、村上仲盛、村上頼澄、村上業賢、村上経光らがある。室は源頼政女など。初名は明国。官位は従四位下、右馬助、検非違使、左衛門尉、中務権大輔。信濃村上氏の一族として兄弟等と共に御家人となる。文治元年（1185年）10月の勝長寿院落慶供養には子の頼時と共に参列しているほか、翌11月には禅師経伊なる弟が平時実を捕縛した。以後、建久元年（1190年）11月の源頼朝の上洛や同5年（1195年）12月の永福寺薬師堂落慶供養、同6年3月の東大寺参詣などに随行しているが、いずれも門葉とされた源頼兼や大内惟義らに次いで頼朝に近い列に加わっており、御家人内での地位は低いものではなかったことが窺える（『吾妻鏡』）。『尊卑分脈』の記述によれば源頼政の娘婿となっていたとされる。また同書における頼清流の系譜には混乱がみられるが、村上氏の嫡流は兄弟の安信（あるいは宗信）の家系が継承したとされ、後代経業の子孫は嫡流から外れ屋代氏(矢代氏)などを称したという。,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F源経業.json
上野頼俊,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F上野頼俊.json
藤原重清,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原重清.json
藤原経資,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原経資.json
藤原親藤,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原親藤.json
藤原為成,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原為成.json
藤原時綱,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原時綱.json
藤原隆宣,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原隆宣.json
源遠定,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F源遠定.json
藤原成実,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原成実.json
中原章澄,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F中原章澄.json
高階基邦,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F高階基邦.json
平重資,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F平重資.json
藤原実蔭,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原実蔭.json
下毛野武任,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F下毛野武任.json
藤原宗輔,"1077－1162　平安時代後期の公卿(くぎょう)。承暦(じょうりゃく)元年生まれ。藤原宗俊の3男。母は源俊房の娘。保安(ほうあん)3年(1122)参議。保元(ほうげん)元年(1156)右大臣,2年太政大臣となり,従一位にいたる。家芸の管弦をよくした。号は京極,堀川,また蜂(はち)がすきなことから蜂飼大臣と称された。応保2年1月30日死去。86歳。",http://commons.wikimedia.org/wiki/Special:FilePath/Fujiwara_no_Munesuke.jpg?width=300,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原宗輔.json
中原範基,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F中原範基.json
藤原道家,九条 道家（くじょう みちいえ、建久4年（1193年）7月 - 建長4年2月21日（1252年4月1日））は、鎌倉時代前期の公卿。摂政九条良経の長男。妻は太政大臣西園寺公経の娘等。鎌倉幕府4代将軍藤原頼経の父。官位は従一位・准三宮・摂政・関白・左大臣。光明峯寺殿、峯殿を号す。通称に光明峯寺関白（こうみょうぶじ かんぱく）。京都九条通に東福寺を建立した。,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原道家.json
伴光元,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F伴光元.json
中原範俊,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F中原範俊.json
平時仲,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F平時仲.json
紀尚俊,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F紀尚俊.json
源信定,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F源信定.json
藤原実永,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原実永.json
藤原行実,"?－?　鎌倉-南北朝時代の公家。藤原行房の子。後醍醐(ごだいご)天皇につかえ,一条少将と称した。建武(けんむ)3=延元元年(1336)父とともに新田義貞にしたがい,越前(えちぜん)(福井県)にはいって飽和(あくわ)に駐屯。建武5=延元3年黒丸城の斯波高経(しば-たかつね)を攻め,黒竜(くずりゅう)明神でたたかった。その後の消息は不明。",,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原行実.json
平時方,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F平時方.json
惟宗重通,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F惟宗重通.json
源重長,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F源重長.json
源頼兼,源 頼兼（みなもと の よりかね）は、平安時代末期から鎌倉時代初期にかけての武将・御家人。源頼政の次男。父に続き大内守護を務める。,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F源頼兼.json
大江知重,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F大江知重.json
藤原伊頼,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原伊頼.json
丹波忠長,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F丹波忠長.json
源経尚,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F源経尚.json
源雅実,源 雅実（みなもと の まさざね）は、平安時代後期の公卿。源顕房の長男。久我家の祖。源氏初の太政大臣まで昇進したほか、舞楽や文学に長じた文化人としても名を残す。『久我相国記』を著す。,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F源雅実.json
源宗時,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F源宗時.json
藤原盛弘,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原盛弘.json
藤原助俊,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原助俊.json
藤原実通,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原実通.json
藤原業俊,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原業俊.json
平時世,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F平時世.json
安倍資高,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F安倍資高.json
中原季重,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F中原季重.json
紀景直,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F紀景直.json
藤原公国,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原公国.json
藤原重村,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原重村.json
源重房,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F源重房.json
藤原景通,藤原 景通（ふじわら の かげみち、生没年不詳）は平安時代の武士。子の景季とともに源頼義・義家の家人として名高い。加藤氏の祖とされる。藤原正重の子。子は他に加藤景清。加賀介、修理少輔。景道とも称される。,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原景通.json
藤原定行,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原定行.json
藤原隆頼,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原隆頼.json
丹波尚長,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F丹波尚長.json
藤原親冬,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原親冬.json
藤原長顕,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原長顕.json
藤原泰通,藤原 泰通（ふじわら の やすみち）は平安時代末期から鎌倉時代初期の公卿。正二位権大納言、按察使。参議藤原為通の息男。大納言藤原成通の猶子となる。母は大納言源師頼の娘。妻は四条隆季の娘、藤原教良の娘など。子には大納言に至った経通、権中納言に至った国通、朝通、広通、覚愉、寛俊、道寛、信宗、女子（藤原兼良の室）、女子（三条公氏の室）がいる。,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原泰通.json
藤原実有,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原実有.json
藤原実持,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原実持.json
藤原通盛,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原通盛.json
大江盛賢,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F大江盛賢.json
藤原家高,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原家高.json
藤原末光,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原末光.json
和気忠成,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F和気忠成.json
源能行,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F源能行.json
大中臣雅輔,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F大中臣雅輔.json
藤原公成,"999－1043　平安時代中期の公卿(くぎょう)。長保元年生まれ。藤原実成の長男。母は藤原陳政の娘。祖父公季(きんすえ)の養子となり,とりわけ愛されたという。万寿3年(1026)参議。従二位にすすみ,長久4年権(ごんの)中納言。同年6月24日死去。45歳。娘の茂子は白河天皇の生母。通称は滋野井別当。",,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原公成.json
清原友安,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F清原友安.json
藤原実種,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原実種.json
賀茂保直,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F賀茂保直.json
平忠政,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F平忠政.json
中原景長,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F中原景長.json
藤原頼資,"没年：嘉禎2.2.30(1236.4.7)
生年：寿永1(1182)
鎌倉前期の公卿。父は権中納言兼光。母は法印院慶(院尚とも)の娘。広橋家の祖。勘解由小路,四辻と号す。兄の資実が九条家に仕えたのに対し,近衛家に仕えて実務官として累進した。極官は権中納言。文暦2(1235)年出家,法名信寂。日記のごく一部が伝えられているが,同僚の貴族への辛辣な批評をみることができる。
                        (本郷和人)",,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原頼資.json
高階資忠,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F高階資忠.json
平秀氏,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F平秀氏.json
藤原高経,藤原 高経（ふじわら の たかつね）は、平安時代前期の貴族。権中納言・藤原長良の四男。,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原高経.json
藤原時佐,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原時佐.json
藤原助重,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原助重.json
藤原仲光,藤原 仲光（ふじわら の なかみつ、生没年不詳）は、平安時代中期の武士。藤原氏の流れを汲むと考えられるが、詳しい系譜は不明。一説によると藤原北家秀郷流とされるが、伝説上の人物ともいわれている。藤原仲義（塩川仲義）、幸寿丸らの父。源満仲の家臣として仕え、満仲が都を離れて摂津国川辺郡多田盆地に入部したのに伴い、同国池田の地に土着したとされ、現在の大阪府池田市伏尾町の八幡城址は、仲光の居城跡だとする説がある。藤原秀郷の一族を追捕している満仲が、なぜ秀郷の嫡流である仲光を郎党にしたのかは不明だが、源満仲と藤原仲光との間に起きた「美女丸・幸寿丸の事件」を機に、満仲が隠居した後、仲光は多田院の主代殿となるなど、初期清和源氏の発展に貢献したとされる。また、高野山奥之院に存在する満仲の供養塔は仲光によって建立されたものであると伝えられる。後代、仲光は平安時代の代表的武人として伝説化され説話が残された（詳細は『美女丸伝説』を参照）。現在、清和源氏ゆかりの寺院である兵庫県川西市の満願寺や小童寺、同宝塚市の普明寺などの境内に美女丸・幸寿丸と共に仲光の供養塔が存在する。仲光の後裔を称する氏族として、出羽池田氏や多田院御家人の筆頭として知られる塩川氏などがある。,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F藤原仲光.json
中原行範,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F中原行範.json
平宗隆,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F平宗隆.json
清原元久,,,,,,https://nakamura196.github.io/hi_person/snorql/?describe=https%3A%2F%2Fnakamura196.github.io%2Fhi_person%2Fentity%2Fchname%2F清原元久.json
